,ID,acq-AP_run-01,acq-PA_run-01,acq-AP_run-02,acq-PA_run-02
169,010210,39.8894958496,42.2980117798,44.6260566711,41.5153198242
170,010211,34.8197746277,35.9357261658,41.3811569214,34.7344741821
171,010212,35.9617004395,39.8220481873,43.9220275879,45.6664886475
172,010213,54.3468742371,47.7646331787,57.9918479919,55.0406150818
173,010215,39.0870361328,41.2665176392,45.6855964661,40.8980941772
174,010216,44.2707557678,33.2799682617,41.7505378723,33.2751426697
175,010217,39.1024703979,32.2851486206,35.5678710938,31.1835517883
176,010218,45.3713874817,41.2449760437,45.0359191895,38.2496681213
177,010220,47.0509185791,46.6608581543,42.5119247437,46.4057655334
178,010221,48.7747993469,42.5596084595,38.1824874878,34.8807411194
179,010224,48.341506958,46.2952156067,48.2601394653,39.3946075439
180,010225,46.9610939026,48.9838562012,48.3409347534,42.7550354004
181,010226,38.134475708,32.3352432251,32.0793609619,30.5328617096
182,010227,55.4144744873,41.1062088013,48.9939422607,50.9687728882
183,010228,48.3988838196,48.6654663086,54.0135765076,47.3414230347
184,010229,53.5173110962,49.4891357422,52.8236160278,53.5052642822
185,010230,50.3714065552,49.1535949707,53.5020523071,50.9931488037
186,010231,46.74609375,45.1870117188,44.928527832,47.2721672058
187,010232,51.30103302,48.4869117737,55.9911727905,49.6161117554
188,010233,46.0698547363,43.4223060608,49.2062606812,35.1558456421
